/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Locked Random Seed: 43
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
/hpc/group/yizhanglab/vk93/sthd-codex/run_exp.py:105: FutureWarning: In the future, the default backend for leiden will be igraph instead of leidenalg.

 To achieve the future defaults please pass: flavor="igraph" and n_iterations=2.  directed must also be False to work with igraph's implementation.
  sc.tl.leiden(adata, resolution=1.0, key_added='vgae_leiden')
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:19,  3.21it/s]  3%|▎         | 2/64 [00:00<00:19,  3.22it/s]  5%|▍         | 3/64 [00:00<00:19,  3.14it/s]  6%|▋         | 4/64 [00:01<00:18,  3.22it/s]  8%|▊         | 5/64 [00:01<00:18,  3.17it/s]  9%|▉         | 6/64 [00:01<00:18,  3.19it/s] 11%|█         | 7/64 [00:02<00:17,  3.18it/s] 12%|█▎        | 8/64 [00:02<00:17,  3.17it/s] 14%|█▍        | 9/64 [00:02<00:17,  3.22it/s] 16%|█▌        | 10/64 [00:03<00:16,  3.23it/s] 17%|█▋        | 11/64 [00:03<00:16,  3.20it/s] 19%|█▉        | 12/64 [00:03<00:16,  3.17it/s] 20%|██        | 13/64 [00:04<00:16,  3.15it/s] 22%|██▏       | 14/64 [00:04<00:15,  3.17it/s] 23%|██▎       | 15/64 [00:04<00:15,  3.17it/s] 25%|██▌       | 16/64 [00:05<00:15,  3.16it/s] 27%|██▋       | 17/64 [00:05<00:14,  3.21it/s] 28%|██▊       | 18/64 [00:05<00:14,  3.20it/s] 30%|██▉       | 19/64 [00:05<00:14,  3.16it/s] 31%|███▏      | 20/64 [00:06<00:13,  3.16it/s] 33%|███▎      | 21/64 [00:06<00:13,  3.17it/s] 34%|███▍      | 22/64 [00:06<00:13,  3.19it/s] 36%|███▌      | 23/64 [00:07<00:12,  3.19it/s] 38%|███▊      | 24/64 [00:07<00:12,  3.21it/s] 39%|███▉      | 25/64 [00:07<00:12,  3.20it/s] 41%|████      | 26/64 [00:08<00:11,  3.18it/s] 42%|████▏     | 27/64 [00:08<00:11,  3.17it/s] 44%|████▍     | 28/64 [00:08<00:11,  3.19it/s] 45%|████▌     | 29/64 [00:09<00:11,  3.16it/s] 47%|████▋     | 30/64 [00:09<00:10,  3.17it/s] 48%|████▊     | 31/64 [00:09<00:10,  3.17it/s] 50%|█████     | 32/64 [00:10<00:10,  3.19it/s] 52%|█████▏    | 33/64 [00:10<00:09,  3.19it/s] 53%|█████▎    | 34/64 [00:10<00:09,  3.01it/s] 55%|█████▍    | 35/64 [00:11<00:09,  3.04it/s] 56%|█████▋    | 36/64 [00:11<00:09,  2.98it/s] 58%|█████▊    | 37/64 [00:11<00:09,  2.95it/s] 59%|█████▉    | 38/64 [00:12<00:09,  2.69it/s] 61%|██████    | 39/64 [00:12<00:09,  2.78it/s] 62%|██████▎   | 40/64 [00:12<00:08,  2.83it/s] 64%|██████▍   | 41/64 [00:13<00:07,  2.90it/s] 66%|██████▌   | 42/64 [00:13<00:07,  2.92it/s] 67%|██████▋   | 43/64 [00:13<00:07,  2.97it/s] 69%|██████▉   | 44/64 [00:14<00:06,  3.04it/s] 70%|███████   | 45/64 [00:14<00:06,  3.05it/s] 72%|███████▏  | 46/64 [00:14<00:05,  3.09it/s] 73%|███████▎  | 47/64 [00:15<00:05,  3.07it/s] 75%|███████▌  | 48/64 [00:15<00:05,  3.08it/s] 77%|███████▋  | 49/64 [00:15<00:04,  3.07it/s] 78%|███████▊  | 50/64 [00:16<00:04,  3.08it/s] 80%|███████▉  | 51/64 [00:16<00:04,  3.05it/s] 81%|████████▏ | 52/64 [00:16<00:03,  3.07it/s] 83%|████████▎ | 53/64 [00:17<00:03,  3.12it/s] 84%|████████▍ | 54/64 [00:17<00:03,  3.13it/s] 86%|████████▌ | 55/64 [00:17<00:02,  3.20it/s] 88%|████████▊ | 56/64 [00:18<00:02,  3.17it/s] 89%|████████▉ | 57/64 [00:18<00:02,  3.15it/s] 91%|█████████ | 58/64 [00:18<00:01,  3.12it/s] 92%|█████████▏| 59/64 [00:18<00:01,  3.12it/s] 94%|█████████▍| 60/64 [00:19<00:01,  3.15it/s] 95%|█████████▌| 61/64 [00:19<00:01,  2.74it/s] 97%|█████████▋| 62/64 [00:20<00:00,  2.84it/s] 98%|█████████▊| 63/64 [00:20<00:00,  2.96it/s]100%|██████████| 64/64 [00:20<00:00,  2.89it/s]100%|██████████| 64/64 [00:20<00:00,  3.08it/s]
Iter 0 | Total: 35.9649 | LL: -32.7685 | CE: 10.6547
Iter 20 | Total: 21.5790 | LL: -16.1339 | CE: 18.1501
Iter 21 | Total: 21.6885 | LL: -16.0247 | CE: 18.8795
Iter 22 | Total: 21.8081 | LL: -15.9289 | CE: 19.5974
Iter 23 | Total: 21.9345 | LL: -15.8448 | CE: 20.2990
Iter 24 | Total: 22.0651 | LL: -15.7708 | CE: 20.9810
Iter 25 | Total: 22.1979 | LL: -15.7056 | CE: 21.6412
Iter 26 | Total: 22.3317 | LL: -15.6481 | CE: 22.2787
Iter 27 | Total: 22.4653 | LL: -15.5973 | CE: 22.8933
Iter 28 | Total: 22.5980 | LL: -15.5524 | CE: 23.4852
Iter 29 | Total: 22.7292 | LL: -15.5127 | CE: 24.0550
Iter 0 | Total: 36.2065 | LL: -33.0802 | CE: 10.4209
Iter 1 | Total: 31.9642 | LL: -28.8705 | CE: 10.3124
Iter 2 | Total: 29.2200 | LL: -26.1826 | CE: 10.1247
Iter 3 | Total: 27.3078 | LL: -24.3126 | CE: 9.9840
Iter 4 | Total: 25.8939 | LL: -22.9184 | CE: 9.9184
Iter 5 | Total: 24.8103 | LL: -21.8309 | CE: 9.9314
Iter 6 | Total: 23.9590 | LL: -20.9528 | CE: 10.0207
Iter 7 | Total: 23.2760 | LL: -20.2215 | CE: 10.1818
Iter 8 | Total: 22.7149 | LL: -19.5921 | CE: 10.4094
Iter 9 | Total: 22.2410 | LL: -19.0316 | CE: 10.6980
Iter 10 | Total: 21.8319 | LL: -18.5191 | CE: 11.0424
Iter 11 | Total: 21.4795 | LL: -18.0481 | CE: 11.4381
Iter 12 | Total: 21.1857 | LL: -17.6215 | CE: 11.8806
Iter 13 | Total: 20.9543 | LL: -17.2444 | CE: 12.3662
Iter 14 | Total: 20.7860 | LL: -16.9186 | CE: 12.8911
Iter 15 | Total: 20.6771 | LL: -16.6416 | CE: 13.4518
Iter 16 | Total: 20.6211 | LL: -16.4077 | CE: 14.0444
Iter 17 | Total: 20.6096 | LL: -16.2101 | CE: 14.6650
Iter 18 | Total: 20.6344 | LL: -16.0418 | CE: 15.3089
Iter 19 | Total: 20.6883 | LL: -15.8971 | CE: 15.9708
Iter 20 | Total: 20.7653 | LL: -15.7716 | CE: 16.6457
Iter 21 | Total: 20.8606 | LL: -15.6620 | CE: 17.3285
Iter 22 | Total: 20.9703 | LL: -15.5661 | CE: 18.0143
Iter 23 | Total: 21.0912 | LL: -15.4818 | CE: 18.6979
Iter 24 | Total: 21.2202 | LL: -15.4079 | CE: 19.3744
Iter 25 | Total: 21.3548 | LL: -15.3430 | CE: 20.0395
Iter 26 | Total: 21.4930 | LL: -15.2861 | CE: 20.6896
Iter 27 | Total: 21.6328 | LL: -15.2361 | CE: 21.3222
Iter 28 | Total: 21.7731 | LL: -15.1923 | CE: 21.9359
Iter 29 | Total: 21.9128 | LL: -15.1538 | CE: 22.5300
Iter 0 | Total: 34.8773 | LL: -31.7380 | CE: 10.4644
Iter 1 | Total: 31.3329 | LL: -28.2102 | CE: 10.4088
Iter 2 | Total: 29.0391 | LL: -25.9473 | CE: 10.3059
Iter 3 | Total: 27.3631 | LL: -24.2887 | CE: 10.2481
Iter 4 | Total: 26.0491 | LL: -22.9703 | CE: 10.2629
Iter 5 | Total: 24.9934 | LL: -21.8855 | CE: 10.3596
Iter 6 | Total: 24.1507 | LL: -20.9890 | CE: 10.5388
Iter 7 | Total: 23.4859 | LL: -20.2468 | CE: 10.7971
Iter 8 | Total: 22.9607 | LL: -19.6221 | CE: 11.1289
Iter 9 | Total: 22.5406 | LL: -19.0824 | CE: 11.5274
Iter 10 | Total: 22.2045 | LL: -18.6089 | CE: 11.9853
Iter 11 | Total: 21.9425 | LL: -18.1937 | CE: 12.4960
Iter 12 | Total: 21.7474 | LL: -17.8315 | CE: 13.0532
Iter 13 | Total: 21.6117 | LL: -17.5163 | CE: 13.6515
Iter 14 | Total: 21.5279 | LL: -17.2421 | CE: 14.2863
Iter 15 | Total: 21.4893 | LL: -17.0034 | CE: 14.9530
Iter 16 | Total: 21.4900 | LL: -16.7959 | CE: 15.6472
Iter 17 | Total: 21.5245 | LL: -16.6154 | CE: 16.3634
Iter 18 | Total: 21.5872 | LL: -16.4586 | CE: 17.0953
Iter 19 | Total: 21.6727 | LL: -16.3222 | CE: 17.8352
Iter 20 | Total: 21.7762 | LL: -16.2034 | CE: 18.5757
Iter 21 | Total: 21.8930 | LL: -16.0999 | CE: 19.3105
Iter 22 | Total: 22.0197 | LL: -16.0094 | CE: 20.0342
Iter 23 | Total: 22.1530 | LL: -15.9302 | CE: 20.7426
Iter 24 | Total: 22.2905 | LL: -15.8608 | CE: 21.4324
Iter 25 | Total: 22.4305 | LL: -15.8000 | CE: 22.1017
Iter 26 | Total: 22.5715 | LL: -15.7466 | CE: 22.7496
Iter 27 | Total: 22.7125 | LL: -15.6997 | CE: 23.3758
Iter 28 | Total: 22.8528 | LL: -15.6585 | CE: 23.9808
Iter 29 | Total: 22.9920 | LL: -15.6224 | CE: 24.5653
Iter 0 | Total: 34.2086 | LL: -31.1364 | CE: 10.2405
Iter 1 | Total: 30.8439 | LL: -27.7861 | CE: 10.1927
Iter 2 | Total: 28.6257 | LL: -25.5937 | CE: 10.1067
Iter 3 | Total: 26.9962 | LL: -23.9720 | CE: 10.0805
Iter 4 | Total: 25.7296 | LL: -22.6850 | CE: 10.1486
Iter 5 | Total: 24.7259 | LL: -21.6288 | CE: 10.3236
Iter 6 | Total: 23.9349 | LL: -20.7535 | CE: 10.6048
Iter 7 | Total: 23.3185 | LL: -20.0233 | CE: 10.9839
Iter 8 | Total: 22.8387 | LL: -19.4037 | CE: 11.4499
Iter 9 | Total: 22.4607 | LL: -18.8633 | CE: 11.9913
Iter 10 | Total: 22.1595 | LL: -18.3802 | CE: 12.5975
Iter 11 | Total: 21.9228 | LL: -17.9450 | CE: 13.2594
Iter 12 | Total: 21.7476 | LL: -17.5569 | CE: 13.9692
Iter 13 | Total: 21.6335 | LL: -17.2172 | CE: 14.7208
Iter 14 | Total: 21.5779 | LL: -16.9253 | CE: 15.5087
Iter 15 | Total: 21.5754 | LL: -16.6772 | CE: 16.3275
Iter 16 | Total: 21.6186 | LL: -16.4672 | CE: 17.1714
Iter 17 | Total: 21.6986 | LL: -16.2887 | CE: 18.0330
Iter 18 | Total: 21.8066 | LL: -16.1358 | CE: 18.9025
Iter 19 | Total: 21.9346 | LL: -16.0039 | CE: 19.7689
Iter 20 | Total: 22.0758 | LL: -15.8894 | CE: 20.6214
Iter 21 | Total: 22.2250 | LL: -15.7895 | CE: 21.4517
Iter 22 | Total: 22.3783 | LL: -15.7021 | CE: 22.2539
Iter 23 | Total: 22.5326 | LL: -15.6255 | CE: 23.0238
Iter 24 | Total: 22.6859 | LL: -15.5582 | CE: 23.7591
Iter 25 | Total: 22.8368 | LL: -15.4990 | CE: 24.4591
Iter 26 | Total: 22.9844 | LL: -15.4470 | CE: 25.1244
Iter 27 | Total: 23.1282 | LL: -15.4012 | CE: 25.7566
Iter 28 | Total: 23.2682 | LL: -15.3609 | CE: 26.3575
Iter 29 | Total: 23.4041 | LL: -15.3254 | CE: 26.9291
Iter 0 | Total: 34.5934 | LL: -31.4198 | CE: 10.5786
Iter 1 | Total: 31.2165 | LL: -28.0621 | CE: 10.5146
Iter 2 | Total: 28.9912 | LL: -25.8703 | CE: 10.4029
Iter 3 | Total: 27.3762 | LL: -24.2707 | CE: 10.3516
Iter 4 | Total: 26.1352 | LL: -23.0188 | CE: 10.3879
Iter 5 | Total: 25.1556 | LL: -22.0004 | CE: 10.5172
Iter 6 | Total: 24.3761 | LL: -21.1549 | CE: 10.7374
Iter 7 | Total: 23.7573 | LL: -20.4442 | CE: 11.0435
Iter 8 | Total: 23.2654 | LL: -19.8368 | CE: 11.4287
Iter 9 | Total: 22.8719 | LL: -19.3063 | CE: 11.8853
Iter 10 | Total: 22.5579 | LL: -18.8364 | CE: 12.4051
Iter 11 | Total: 22.3125 | LL: -18.4184 | CE: 12.9802
Iter 12 | Total: 22.1276 | LL: -18.0465 | CE: 13.6037
Iter 13 | Total: 21.9975 | LL: -17.7166 | CE: 14.2695
Iter 14 | Total: 21.9187 | LL: -17.4270 | CE: 14.9723
Iter 15 | Total: 21.8882 | LL: -17.1761 | CE: 15.7070
Iter 16 | Total: 21.9017 | LL: -16.9613 | CE: 16.4681
Iter 17 | Total: 21.9529 | LL: -16.7781 | CE: 17.2491
Iter 18 | Total: 22.0344 | LL: -16.6219 | CE: 18.0418
Iter 19 | Total: 22.1391 | LL: -16.4880 | CE: 18.8368
Iter 20 | Total: 22.2605 | LL: -16.3728 | CE: 19.6258
Iter 21 | Total: 22.3938 | LL: -16.2730 | CE: 20.4027
Iter 22 | Total: 22.5353 | LL: -16.1863 | CE: 21.1631
Iter 23 | Total: 22.6820 | LL: -16.1107 | CE: 21.9041
Iter 24 | Total: 22.8317 | LL: -16.0447 | CE: 22.6235
Iter 25 | Total: 22.9827 | LL: -15.9868 | CE: 23.3198
Iter 26 | Total: 23.1338 | LL: -15.9361 | CE: 23.9924
Iter 27 | Total: 23.2839 | LL: -15.8916 | CE: 24.6411
Iter 28 | Total: 23.4322 | LL: -15.8524 | CE: 25.2659
Iter 29 | Total: 23.5781 | LL: -15.8180 | CE: 25.8670
Iter 0 | Total: 35.2742 | LL: -32.1426 | CE: 10.4387
Iter 1 | Total: 31.5209 | LL: -28.4122 | CE: 10.3623
Iter 2 | Total: 29.0552 | LL: -25.9857 | CE: 10.2317
Iter 3 | Total: 27.2759 | LL: -24.2279 | CE: 10.1599
Iter 4 | Total: 25.9080 | LL: -22.8540 | CE: 10.1798
Iter 5 | Total: 24.8253 | LL: -21.7348 | CE: 10.3019
Iter 6 | Total: 23.9625 | LL: -20.8049 | CE: 10.5254
Iter 7 | Total: 23.2763 | LL: -20.0234 | CE: 10.8430
Iter 8 | Total: 22.7290 | LL: -19.3556 | CE: 11.2448
Iter 9 | Total: 22.2881 | LL: -18.7719 | CE: 11.7207
Iter 10 | Total: 21.9307 | LL: -18.2523 | CE: 12.2612
Iter 11 | Total: 21.6453 | LL: -17.7879 | CE: 12.8579
Iter 12 | Total: 21.4270 | LL: -17.3759 | CE: 13.5036
Iter 13 | Total: 21.2732 | LL: -17.0156 | CE: 14.1921
Iter 14 | Total: 21.1807 | LL: -16.7053 | CE: 14.9178
Iter 15 | Total: 21.1439 | LL: -16.4412 | CE: 15.6757
Iter 16 | Total: 21.1554 | LL: -16.2173 | CE: 16.4603
Iter 17 | Total: 21.2064 | LL: -16.0270 | CE: 17.2649
Iter 18 | Total: 21.2885 | LL: -15.8641 | CE: 18.0814
Iter 19 | Total: 21.3938 | LL: -15.7237 | CE: 18.9004
