/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Locked Random Seed: 44
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:17,  3.64it/s]  3%|▎         | 2/64 [00:00<00:16,  3.65it/s]  5%|▍         | 3/64 [00:00<00:17,  3.52it/s]  6%|▋         | 4/64 [00:01<00:16,  3.64it/s]  8%|▊         | 5/64 [00:01<00:20,  2.83it/s]  9%|▉         | 6/64 [00:02<00:21,  2.64it/s] 11%|█         | 7/64 [00:02<00:19,  2.89it/s] 12%|█▎        | 8/64 [00:02<00:18,  3.00it/s] 14%|█▍        | 9/64 [00:03<00:19,  2.83it/s] 16%|█▌        | 10/64 [00:03<00:18,  2.99it/s] 17%|█▋        | 11/64 [00:03<00:16,  3.14it/s] 19%|█▉        | 12/64 [00:03<00:16,  3.21it/s] 20%|██        | 13/64 [00:04<00:21,  2.32it/s] 22%|██▏       | 14/64 [00:04<00:19,  2.61it/s] 23%|██▎       | 15/64 [00:05<00:17,  2.85it/s] 25%|██▌       | 16/64 [00:05<00:15,  3.00it/s] 27%|██▋       | 17/64 [00:05<00:14,  3.17it/s] 28%|██▊       | 18/64 [00:06<00:16,  2.77it/s] 30%|██▉       | 19/64 [00:06<00:15,  2.93it/s] 31%|███▏      | 20/64 [00:06<00:14,  3.09it/s] 33%|███▎      | 21/64 [00:07<00:13,  3.22it/s] 34%|███▍      | 22/64 [00:07<00:14,  2.97it/s] 36%|███▌      | 23/64 [00:07<00:13,  3.14it/s] 38%|███▊      | 24/64 [00:07<00:12,  3.26it/s] 39%|███▉      | 25/64 [00:08<00:11,  3.33it/s] 41%|████      | 26/64 [00:08<00:13,  2.73it/s] 42%|████▏     | 27/64 [00:09<00:13,  2.65it/s] 44%|████▍     | 28/64 [00:09<00:12,  2.90it/s] 45%|████▌     | 29/64 [00:09<00:11,  3.05it/s] 47%|████▋     | 30/64 [00:10<00:10,  3.19it/s] 48%|████▊     | 31/64 [00:10<00:10,  3.11it/s] 50%|█████     | 32/64 [00:10<00:10,  3.13it/s] 52%|█████▏    | 33/64 [00:10<00:09,  3.15it/s] 53%|█████▎    | 34/64 [00:11<00:09,  3.22it/s] 55%|█████▍    | 35/64 [00:11<00:09,  3.18it/s] 56%|█████▋    | 36/64 [00:11<00:09,  2.99it/s] 58%|█████▊    | 37/64 [00:12<00:08,  3.14it/s] 59%|█████▉    | 38/64 [00:12<00:08,  3.21it/s] 61%|██████    | 39/64 [00:12<00:07,  3.24it/s] 62%|██████▎   | 40/64 [00:13<00:10,  2.30it/s] 64%|██████▍   | 41/64 [00:13<00:09,  2.44it/s] 66%|██████▌   | 42/64 [00:14<00:08,  2.69it/s] 67%|██████▋   | 43/64 [00:14<00:07,  2.91it/s] 69%|██████▉   | 44/64 [00:14<00:06,  3.11it/s] 70%|███████   | 45/64 [00:15<00:06,  2.96it/s] 72%|███████▏  | 46/64 [00:15<00:05,  3.08it/s] 73%|███████▎  | 47/64 [00:15<00:05,  3.15it/s] 75%|███████▌  | 48/64 [00:16<00:04,  3.21it/s] 77%|███████▋  | 49/64 [00:16<00:04,  3.02it/s] 78%|███████▊  | 50/64 [00:16<00:04,  3.12it/s] 80%|███████▉  | 51/64 [00:17<00:04,  3.22it/s] 81%|████████▏ | 52/64 [00:17<00:03,  3.32it/s] 83%|████████▎ | 53/64 [00:17<00:03,  3.40it/s] 84%|████████▍ | 54/64 [00:18<00:03,  2.64it/s] 86%|████████▌ | 55/64 [00:18<00:03,  2.90it/s] 88%|████████▊ | 56/64 [00:18<00:02,  3.06it/s] 89%|████████▉ | 57/64 [00:19<00:02,  2.98it/s] 91%|█████████ | 58/64 [00:19<00:02,  2.90it/s] 92%|█████████▏| 59/64 [00:19<00:01,  2.80it/s] 94%|█████████▍| 60/64 [00:20<00:01,  2.95it/s] 95%|█████████▌| 61/64 [00:20<00:00,  3.14it/s] 97%|█████████▋| 62/64 [00:20<00:00,  3.21it/s] 98%|█████████▊| 63/64 [00:20<00:00,  3.37it/s]100%|██████████| 64/64 [00:21<00:00,  3.42it/s]100%|██████████| 64/64 [00:21<00:00,  3.02it/s]
Iter 0 | Total: 36.5261 | LL: -35.0178 | CE: 5.0277
Iter 16 | Total: 22.3080 | LL: -18.6669 | CE: 12.1369
Iter 17 | Total: 22.5610 | LL: -18.6447 | CE: 13.0543
Iter 18 | Total: 22.8269 | LL: -18.6296 | CE: 13.9912
Iter 19 | Total: 23.1010 | LL: -18.6194 | CE: 14.9387
Iter 20 | Total: 23.3786 | LL: -18.6127 | CE: 15.8862
Iter 21 | Total: 23.6547 | LL: -18.6085 | CE: 16.8206
Iter 22 | Total: 23.9245 | LL: -18.6060 | CE: 17.7284
Iter 23 | Total: 24.1841 | LL: -18.6047 | CE: 18.5981
Iter 24 | Total: 24.4308 | LL: -18.6041 | CE: 19.4223
Iter 25 | Total: 24.6633 | LL: -18.6040 | CE: 20.1974
Iter 26 | Total: 24.8812 | LL: -18.6043 | CE: 20.9230
Iter 27 | Total: 25.0847 | LL: -18.6047 | CE: 21.5999
Iter 28 | Total: 25.2740 | LL: -18.6053 | CE: 22.2291
Iter 29 | Total: 25.4493 | LL: -18.6058 | CE: 22.8117
Iter 0 | Total: 37.8236 | LL: -36.3484 | CE: 4.9174
Iter 1 | Total: 32.4946 | LL: -31.0685 | CE: 4.7536
Iter 2 | Total: 29.2151 | LL: -27.8701 | CE: 4.4833
Iter 3 | Total: 27.1080 | LL: -25.8193 | CE: 4.2954
Iter 4 | Total: 25.5898 | LL: -24.3284 | CE: 4.2048
Iter 5 | Total: 24.4283 | LL: -23.1721 | CE: 4.1872
Iter 6 | Total: 23.5315 | LL: -22.2652 | CE: 4.2211
Iter 7 | Total: 22.8484 | LL: -21.5598 | CE: 4.2952
Iter 8 | Total: 22.3405 | LL: -21.0180 | CE: 4.4086
Iter 9 | Total: 21.9760 | LL: -20.6060 | CE: 4.5668
Iter 10 | Total: 21.7274 | LL: -20.2947 | CE: 4.7759
Iter 11 | Total: 21.5710 | LL: -20.0594 | CE: 5.0390
Iter 12 | Total: 21.4870 | LL: -19.8804 | CE: 5.3554
Iter 13 | Total: 21.4595 | LL: -19.7428 | CE: 5.7222
Iter 14 | Total: 21.4764 | LL: -19.6359 | CE: 6.1351
Iter 15 | Total: 21.5289 | LL: -19.5519 | CE: 6.5900
Iter 16 | Total: 21.6105 | LL: -19.4857 | CE: 7.0827
Iter 17 | Total: 21.7161 | LL: -19.4332 | CE: 7.6100
Iter 18 | Total: 21.8422 | LL: -19.3916 | CE: 8.1685
Iter 19 | Total: 21.9854 | LL: -19.3589 | CE: 8.7552
Iter 20 | Total: 22.1433 | LL: -19.3332 | CE: 9.3669
Iter 21 | Total: 22.3132 | LL: -19.3133 | CE: 9.9999
Iter 22 | Total: 22.4929 | LL: -19.2979 | CE: 10.6501
Iter 23 | Total: 22.6802 | LL: -19.2862 | CE: 11.3133
Iter 24 | Total: 22.8730 | LL: -19.2774 | CE: 11.9856
Iter 25 | Total: 23.0696 | LL: -19.2708 | CE: 12.6626
Iter 26 | Total: 23.2681 | LL: -19.2660 | CE: 13.3402
Iter 27 | Total: 23.4665 | LL: -19.2625 | CE: 14.0132
Iter 28 | Total: 23.6630 | LL: -19.2601 | CE: 14.6763
Iter 29 | Total: 23.8557 | LL: -19.2584 | CE: 15.3243
Iter 0 | Total: 32.7540 | LL: -31.2726 | CE: 4.9379
Iter 1 | Total: 29.7996 | LL: -28.3349 | CE: 4.8822
Iter 2 | Total: 27.5056 | LL: -26.0713 | CE: 4.7812
Iter 3 | Total: 25.6927 | LL: -24.2687 | CE: 4.7468
Iter 4 | Total: 24.2871 | LL: -22.8468 | CE: 4.8010
Iter 5 | Total: 23.2585 | LL: -21.7718 | CE: 4.9556
Iter 6 | Total: 22.5646 | LL: -20.9971 | CE: 5.2250
Iter 7 | Total: 22.1375 | LL: -20.4544 | CE: 5.6103
Iter 8 | Total: 21.9052 | LL: -20.0757 | CE: 6.0982
Iter 9 | Total: 21.8095 | LL: -19.8082 | CE: 6.6710
Iter 10 | Total: 21.8099 | LL: -19.6158 | CE: 7.3135
Iter 11 | Total: 21.8798 | LL: -19.4755 | CE: 8.0145
Iter 12 | Total: 22.0020 | LL: -19.3722 | CE: 8.7660
Iter 13 | Total: 22.1648 | LL: -19.2961 | CE: 9.5624
Iter 14 | Total: 22.3601 | LL: -19.2403 | CE: 10.3992
Iter 15 | Total: 22.5814 | LL: -19.1998 | CE: 11.2721
Iter 16 | Total: 22.8237 | LL: -19.1707 | CE: 12.1766
Iter 17 | Total: 23.0824 | LL: -19.1501 | CE: 13.1075
Iter 18 | Total: 23.3533 | LL: -19.1357 | CE: 14.0586
Iter 19 | Total: 23.6324 | LL: -19.1258 | CE: 15.0220
Iter 20 | Total: 23.9153 | LL: -19.1191 | CE: 15.9872
Iter 21 | Total: 24.1972 | LL: -19.1147 | CE: 16.9417
Iter 22 | Total: 24.4736 | LL: -19.1120 | CE: 17.8721
Iter 23 | Total: 24.7406 | LL: -19.1104 | CE: 18.7675
Iter 24 | Total: 24.9955 | LL: -19.1096 | CE: 19.6199
Iter 25 | Total: 25.2364 | LL: -19.1094 | CE: 20.4233
Iter 26 | Total: 25.4616 | LL: -19.1095 | CE: 21.1735
Iter 27 | Total: 25.6702 | LL: -19.1099 | CE: 21.8679
Iter 28 | Total: 25.8622 | LL: -19.1103 | CE: 22.5061
Iter 29 | Total: 26.0380 | LL: -19.1108 | CE: 23.0907
Iter 0 | Total: 32.1163 | LL: -30.6666 | CE: 4.8323
Iter 1 | Total: 29.1683 | LL: -27.7322 | CE: 4.7869
Iter 2 | Total: 26.9671 | LL: -25.5581 | CE: 4.6968
Iter 3 | Total: 25.2827 | LL: -23.8762 | CE: 4.6882
Iter 4 | Total: 23.9888 | LL: -22.5491 | CE: 4.7991
Iter 5 | Total: 23.0096 | LL: -21.5029 | CE: 5.0225
Iter 6 | Total: 22.2937 | LL: -20.6911 | CE: 5.3421
Iter 7 | Total: 21.8010 | LL: -20.0766 | CE: 5.7477
Iter 8 | Total: 21.4954 | LL: -19.6248 | CE: 6.2355
Iter 9 | Total: 21.3413 | LL: -19.3006 | CE: 6.8022
Iter 10 | Total: 21.3044 | LL: -19.0716 | CE: 7.4427
Iter 11 | Total: 21.3556 | LL: -18.9108 | CE: 8.1495
Iter 12 | Total: 21.4723 | LL: -18.7977 | CE: 8.9153
Iter 13 | Total: 21.6380 | LL: -18.7182 | CE: 9.7326
Iter 14 | Total: 21.8406 | LL: -18.6621 | CE: 10.5948
Iter 15 | Total: 22.0713 | LL: -18.6227 | CE: 11.4954
Iter 16 | Total: 22.3234 | LL: -18.5950 | CE: 12.4280
Iter 17 | Total: 22.5915 | LL: -18.5756 | CE: 13.3862
Iter 18 | Total: 22.8712 | LL: -18.5622 | CE: 14.3634
Iter 19 | Total: 23.1587 | LL: -18.5530 | CE: 15.3522
Iter 20 | Total: 23.4498 | LL: -18.5468 | CE: 16.3432
Iter 21 | Total: 23.7403 | LL: -18.5428 | CE: 17.3251
Iter 22 | Total: 24.0259 | LL: -18.5403 | CE: 18.2853
Iter 23 | Total: 24.3027 | LL: -18.5389 | CE: 19.2127
Iter 24 | Total: 24.5679 | LL: -18.5383 | CE: 20.0988
Iter 25 | Total: 24.8196 | LL: -18.5382 | CE: 20.9379
Iter 26 | Total: 25.0566 | LL: -18.5386 | CE: 21.7268
Iter 27 | Total: 25.2780 | LL: -18.5391 | CE: 22.4630
Iter 28 | Total: 25.4833 | LL: -18.5398 | CE: 23.1450
Iter 29 | Total: 25.6720 | LL: -18.5405 | CE: 23.7716
Iter 0 | Total: 32.3517 | LL: -30.8542 | CE: 4.9918
Iter 1 | Total: 29.4034 | LL: -27.9293 | CE: 4.9138
Iter 2 | Total: 27.2160 | LL: -25.7701 | CE: 4.8196
Iter 3 | Total: 25.5734 | LL: -24.1264 | CE: 4.8236
Iter 4 | Total: 24.3404 | LL: -22.8612 | CE: 4.9306
Iter 5 | Total: 23.4284 | LL: -21.8905 | CE: 5.1262
Iter 6 | Total: 22.7770 | LL: -21.1562 | CE: 5.4027
Iter 7 | Total: 22.3404 | LL: -20.6118 | CE: 5.7621
Iter 8 | Total: 22.0775 | LL: -20.2155 | CE: 6.2069
Iter 9 | Total: 21.9500 | LL: -19.9298 | CE: 6.7340
Iter 10 | Total: 21.9251 | LL: -19.7242 | CE: 7.3363
Iter 11 | Total: 21.9776 | LL: -19.5759 | CE: 8.0056
Iter 12 | Total: 22.0889 | LL: -19.4687 | CE: 8.7341
Iter 13 | Total: 22.2457 | LL: -19.3913 | CE: 9.5146
Iter 14 | Total: 22.4379 | LL: -19.3358 | CE: 10.3406
Iter 15 | Total: 22.6578 | LL: -19.2961 | CE: 11.2056
Iter 16 | Total: 22.8992 | LL: -19.2681 | CE: 12.1037
Iter 17 | Total: 23.1572 | LL: -19.2484 | CE: 13.0293
Iter 18 | Total: 23.4276 | LL: -19.2348 | CE: 13.9762
Iter 19 | Total: 23.7064 | LL: -19.2255 | CE: 14.9364
Iter 20 | Total: 23.9893 | LL: -19.2193 | CE: 15.9000
Iter 21 | Total: 24.2717 | LL: -19.2154 | CE: 16.8545
Iter 22 | Total: 24.5494 | LL: -19.2131 | CE: 17.7876
Iter 23 | Total: 24.8187 | LL: -19.2120 | CE: 18.6890
Iter 24 | Total: 25.0769 | LL: -19.2117 | CE: 19.5507
Iter 25 | Total: 25.3221 | LL: -19.2119 | CE: 20.3673
Iter 26 | Total: 25.5531 | LL: -19.2126 | CE: 21.1350
Iter 27 | Total: 25.7692 | LL: -19.2134 | CE: 21.8525
Iter 28 | Total: 25.9704 | LL: -19.2144 | CE: 22.5199
Iter 29 | Total: 26.1571 | LL: -19.2154 | CE: 23.1389
Iter 0 | Total: 34.7131 | LL: -33.2353 | CE: 4.9258
Iter 1 | Total: 30.7611 | LL: -29.3057 | CE: 4.8513
Iter 2 | Total: 28.1172 | LL: -26.6994 | CE: 4.7261
Iter 3 | Total: 26.1815 | LL: -24.7838 | CE: 4.6593
Iter 4 | Total: 24.7162 | LL: -23.3135 | CE: 4.6755
Iter 5 | Total: 23.6261 | LL: -22.1886 | CE: 4.7916
Iter 6 | Total: 22.8381 | LL: -21.3342 | CE: 5.0129
Iter 7 | Total: 22.2855 | LL: -20.6863 | CE: 5.3305
Iter 8 | Total: 21.9146 | LL: -20.1956 | CE: 5.7299
Iter 9 | Total: 21.6834 | LL: -19.8242 | CE: 6.1972
Iter 10 | Total: 21.5591 | LL: -19.5425 | CE: 6.7220
Iter 11 | Total: 21.5172 | LL: -19.3281 | CE: 7.2970
Iter 12 | Total: 21.5398 | LL: -19.1644 | CE: 7.9179
Iter 13 | Total: 21.6141 | LL: -19.0395 | CE: 8.5820
Iter 14 | Total: 21.7310 | LL: -18.9448 | CE: 9.2873
Iter 15 | Total: 21.8832 | LL: -18.8736 | CE: 10.0319
Iter 16 | Total: 22.0645 | LL: -18.8206 | CE: 10.8131
Iter 17 | Total: 22.2699 | LL: -18.7817 | CE: 11.6275
Iter 18 | Total: 22.4946 | LL: -18.7534 | CE: 12.4705
Iter 19 | Total: 22.7341 | LL: -18.7332 | CE: 13.3365
Iter 20 | Total: 22.9842 | LL: -18.7189 | CE: 14.2179
Iter 21 | Total: 23.2406 | LL: -18.7089 | CE: 15.1056
Iter 22 | Total: 23.4987 | LL: -18.7021 | CE: 15.9886
Iter 23 | Total: 23.7545 | LL: -18.6977 | CE: 16.8560
Iter 24 | Total: 24.0042 | LL: -18.6948 | CE: 17.6980
Iter 25 | Total: 24.2448 | LL: -18.6931 | CE: 18.5058
Iter 26 | Total: 24.4739 | LL: -18.6922 | CE: 19.2724
Iter 27 | Total: 24.6897 | LL: -18.6917 | CE: 19.9931
