/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Running Unseeded (Random)
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:17,  3.62it/s]  3%|▎         | 2/64 [00:00<00:17,  3.62it/s]  5%|▍         | 3/64 [00:00<00:17,  3.56it/s]  6%|▋         | 4/64 [00:01<00:16,  3.60it/s]  8%|▊         | 5/64 [00:01<00:17,  3.43it/s]  9%|▉         | 6/64 [00:01<00:16,  3.50it/s] 11%|█         | 7/64 [00:02<00:16,  3.39it/s] 12%|█▎        | 8/64 [00:02<00:16,  3.46it/s] 14%|█▍        | 9/64 [00:02<00:15,  3.52it/s] 16%|█▌        | 10/64 [00:02<00:15,  3.56it/s] 17%|█▋        | 11/64 [00:03<00:15,  3.50it/s] 19%|█▉        | 12/64 [00:03<00:14,  3.48it/s] 20%|██        | 13/64 [00:03<00:15,  3.35it/s] 22%|██▏       | 14/64 [00:04<00:14,  3.44it/s] 23%|██▎       | 15/64 [00:04<00:14,  3.37it/s] 25%|██▌       | 16/64 [00:04<00:14,  3.41it/s] 27%|██▋       | 17/64 [00:04<00:13,  3.51it/s] 28%|██▊       | 18/64 [00:05<00:13,  3.53it/s] 30%|██▉       | 19/64 [00:05<00:12,  3.50it/s] 31%|███▏      | 20/64 [00:05<00:12,  3.41it/s] 33%|███▎      | 21/64 [00:06<00:12,  3.43it/s] 34%|███▍      | 22/64 [00:06<00:12,  3.42it/s] 36%|███▌      | 23/64 [00:06<00:12,  3.42it/s] 38%|███▊      | 24/64 [00:06<00:11,  3.35it/s] 39%|███▉      | 25/64 [00:07<00:11,  3.33it/s] 41%|████      | 26/64 [00:07<00:11,  3.30it/s] 42%|████▏     | 27/64 [00:07<00:11,  3.28it/s] 44%|████▍     | 28/64 [00:08<00:10,  3.30it/s] 45%|████▌     | 29/64 [00:08<00:10,  3.28it/s] 47%|████▋     | 30/64 [00:08<00:10,  3.29it/s] 48%|████▊     | 31/64 [00:09<00:09,  3.31it/s] 50%|█████     | 32/64 [00:09<00:09,  3.36it/s] 52%|█████▏    | 33/64 [00:09<00:09,  3.39it/s] 53%|█████▎    | 34/64 [00:10<00:10,  2.84it/s] 55%|█████▍    | 35/64 [00:10<00:10,  2.83it/s] 56%|█████▋    | 36/64 [00:10<00:09,  3.04it/s] 58%|█████▊    | 37/64 [00:11<00:08,  3.16it/s] 59%|█████▉    | 38/64 [00:11<00:08,  3.23it/s] 61%|██████    | 39/64 [00:11<00:08,  2.83it/s] 62%|██████▎   | 40/64 [00:12<00:08,  2.98it/s] 64%|██████▍   | 41/64 [00:12<00:07,  3.11it/s] 66%|██████▌   | 42/64 [00:12<00:07,  3.05it/s] 67%|██████▋   | 43/64 [00:13<00:06,  3.07it/s] 69%|██████▉   | 44/64 [00:13<00:06,  3.23it/s] 70%|███████   | 45/64 [00:13<00:05,  3.28it/s] 72%|███████▏  | 46/64 [00:13<00:05,  3.35it/s] 73%|███████▎  | 47/64 [00:14<00:05,  3.28it/s] 75%|███████▌  | 48/64 [00:14<00:04,  3.33it/s] 77%|███████▋  | 49/64 [00:14<00:04,  3.35it/s] 78%|███████▊  | 50/64 [00:15<00:04,  3.24it/s] 80%|███████▉  | 51/64 [00:15<00:03,  3.30it/s] 81%|████████▏ | 52/64 [00:15<00:03,  3.36it/s] 83%|████████▎ | 53/64 [00:15<00:03,  3.45it/s] 84%|████████▍ | 54/64 [00:16<00:02,  3.35it/s] 86%|████████▌ | 55/64 [00:16<00:02,  3.39it/s] 88%|████████▊ | 56/64 [00:16<00:02,  3.38it/s] 89%|████████▉ | 57/64 [00:17<00:02,  3.13it/s] 91%|█████████ | 58/64 [00:18<00:02,  2.24it/s] 92%|█████████▏| 59/64 [00:18<00:02,  2.42it/s] 94%|█████████▍| 60/64 [00:18<00:01,  2.65it/s] 95%|█████████▌| 61/64 [00:18<00:01,  2.85it/s] 97%|█████████▋| 62/64 [00:19<00:00,  2.85it/s] 98%|█████████▊| 63/64 [00:19<00:00,  2.96it/s]100%|██████████| 64/64 [00:19<00:00,  3.05it/s]100%|██████████| 64/64 [00:19<00:00,  3.22it/s]
Iter 0 | Total: 119.7182 | LL: -118.0480 | CE: 5.5673
Iter 16 | Total: 24.3425 | LL: -23.0985 | CE: 4.1469
Iter 17 | Total: 23.8556 | LL: -22.6197 | CE: 4.1199
Iter 18 | Total: 23.4253 | LL: -22.1945 | CE: 4.1027
Iter 19 | Total: 23.0475 | LL: -21.8186 | CE: 4.0964
Iter 20 | Total: 22.7180 | LL: -21.4874 | CE: 4.1021
Iter 21 | Total: 22.4323 | LL: -21.1962 | CE: 4.1201
Iter 22 | Total: 22.1858 | LL: -20.9406 | CE: 4.1508
Iter 23 | Total: 21.9745 | LL: -20.7162 | CE: 4.1943
Iter 24 | Total: 21.7945 | LL: -20.5194 | CE: 4.2504
Iter 25 | Total: 21.6422 | LL: -20.3465 | CE: 4.3190
Iter 26 | Total: 21.5144 | LL: -20.1945 | CE: 4.3997
Iter 27 | Total: 21.4083 | LL: -20.0607 | CE: 4.4920
Iter 28 | Total: 21.3214 | LL: -19.9427 | CE: 4.5957
Iter 29 | Total: 21.2516 | LL: -19.8385 | CE: 4.7101
Iter 0 | Total: 137.8321 | LL: -136.1986 | CE: 5.4451
Iter 1 | Total: 84.0547 | LL: -82.4473 | CE: 5.3580
Iter 2 | Total: 56.9754 | LL: -55.4243 | CE: 5.1702
Iter 3 | Total: 43.7798 | LL: -42.2888 | CE: 4.9701
Iter 4 | Total: 37.4999 | LL: -36.0541 | CE: 4.8194
Iter 5 | Total: 34.3310 | LL: -32.9153 | CE: 4.7190
Iter 6 | Total: 32.5039 | LL: -31.1090 | CE: 4.6500
Iter 7 | Total: 31.2513 | LL: -29.8725 | CE: 4.5958
Iter 8 | Total: 30.2478 | LL: -28.8841 | CE: 4.5457
Iter 9 | Total: 29.3594 | LL: -28.0111 | CE: 4.4943
Iter 10 | Total: 28.5349 | LL: -27.2031 | CE: 4.4394
Iter 11 | Total: 27.7604 | LL: -26.4460 | CE: 4.3814
Iter 12 | Total: 27.0369 | LL: -25.7404 | CE: 4.3216
Iter 13 | Total: 26.3693 | LL: -25.0907 | CE: 4.2619
Iter 14 | Total: 25.7613 | LL: -24.5001 | CE: 4.2040
Iter 15 | Total: 25.2137 | LL: -23.9688 | CE: 4.1497
Iter 16 | Total: 24.7243 | LL: -23.4942 | CE: 4.1002
Iter 17 | Total: 24.2889 | LL: -23.0719 | CE: 4.0564
Iter 18 | Total: 23.9021 | LL: -22.6965 | CE: 4.0187
Iter 19 | Total: 23.5585 | LL: -22.3623 | CE: 3.9875
Iter 20 | Total: 23.2528 | LL: -22.0640 | CE: 3.9628
Iter 21 | Total: 22.9802 | LL: -21.7968 | CE: 3.9445
Iter 22 | Total: 22.7364 | LL: -21.5567 | CE: 3.9326
Iter 23 | Total: 22.5181 | LL: -21.3400 | CE: 3.9268
Iter 24 | Total: 22.3221 | LL: -21.1440 | CE: 3.9270
Iter 25 | Total: 22.1460 | LL: -20.9660 | CE: 3.9331
Iter 26 | Total: 21.9876 | LL: -20.8041 | CE: 3.9450
Iter 27 | Total: 21.8454 | LL: -20.6566 | CE: 3.9626
Iter 28 | Total: 21.7177 | LL: -20.5220 | CE: 3.9859
Iter 29 | Total: 21.6035 | LL: -20.3990 | CE: 4.0149
Iter 0 | Total: 138.4025 | LL: -136.7621 | CE: 5.4678
Iter 1 | Total: 82.8752 | LL: -81.2551 | CE: 5.4005
Iter 2 | Total: 56.9112 | LL: -55.3379 | CE: 5.2443
Iter 3 | Total: 44.1987 | LL: -42.6747 | CE: 5.0802
Iter 4 | Total: 37.7954 | LL: -36.3145 | CE: 4.9364
Iter 5 | Total: 34.3951 | LL: -32.9480 | CE: 4.8236
Iter 6 | Total: 32.4064 | LL: -30.9849 | CE: 4.7383
Iter 7 | Total: 31.0800 | LL: -29.6784 | CE: 4.6722
Iter 8 | Total: 30.0677 | LL: -28.6825 | CE: 4.6176
Iter 9 | Total: 29.2094 | LL: -27.8386 | CE: 4.5693
Iter 10 | Total: 28.4325 | LL: -27.0752 | CE: 4.5245
Iter 11 | Total: 27.7064 | LL: -26.3618 | CE: 4.4818
Iter 12 | Total: 27.0210 | LL: -25.6887 | CE: 4.4409
Iter 13 | Total: 26.3763 | LL: -25.0556 | CE: 4.4022
Iter 14 | Total: 25.7753 | LL: -24.4654 | CE: 4.3660
Iter 15 | Total: 25.2206 | LL: -23.9207 | CE: 4.3331
Iter 16 | Total: 24.7135 | LL: -23.4223 | CE: 4.3041
Iter 17 | Total: 24.2534 | LL: -22.9695 | CE: 4.2797
Iter 18 | Total: 23.8386 | LL: -22.5605 | CE: 4.2603
Iter 19 | Total: 23.4664 | LL: -22.1924 | CE: 4.2465
Iter 20 | Total: 23.1335 | LL: -21.8618 | CE: 4.2388
Iter 21 | Total: 22.8365 | LL: -21.5653 | CE: 4.2374
Iter 22 | Total: 22.5721 | LL: -21.2993 | CE: 4.2426
Iter 23 | Total: 22.3370 | LL: -21.0606 | CE: 4.2545
Iter 24 | Total: 22.1282 | LL: -20.8462 | CE: 4.2734
Iter 25 | Total: 21.9431 | LL: -20.6533 | CE: 4.2992
Iter 26 | Total: 21.7792 | LL: -20.4796 | CE: 4.3322
Iter 27 | Total: 21.6344 | LL: -20.3228 | CE: 4.3721
Iter 28 | Total: 21.5069 | LL: -20.1812 | CE: 4.4191
Iter 29 | Total: 21.3949 | LL: -20.0530 | CE: 4.4731
Iter 0 | Total: 66.0292 | LL: -64.4240 | CE: 5.3508
Iter 1 | Total: 47.1506 | LL: -45.5947 | CE: 5.1864
Iter 2 | Total: 37.7530 | LL: -36.2727 | CE: 4.9345
Iter 3 | Total: 33.1943 | LL: -31.7701 | CE: 4.7476
Iter 4 | Total: 30.7096 | LL: -29.3240 | CE: 4.6186
Iter 5 | Total: 29.1279 | LL: -27.7705 | CE: 4.5248
Iter 6 | Total: 27.9426 | LL: -26.6064 | CE: 4.4539
Iter 7 | Total: 26.9293 | LL: -25.6095 | CE: 4.3993
Iter 8 | Total: 26.0020 | LL: -24.6948 | CE: 4.3574
Iter 9 | Total: 25.1426 | LL: -23.8445 | CE: 4.3270
Iter 10 | Total: 24.3580 | LL: -23.0654 | CE: 4.3087
Iter 11 | Total: 23.6591 | LL: -22.3677 | CE: 4.3047
Iter 12 | Total: 23.0512 | LL: -21.7560 | CE: 4.3173
Iter 13 | Total: 22.5334 | LL: -21.2286 | CE: 4.3491
Iter 14 | Total: 22.0996 | LL: -20.7791 | CE: 4.4017
Iter 15 | Total: 21.7417 | LL: -20.3987 | CE: 4.4766
Iter 16 | Total: 21.4504 | LL: -20.0781 | CE: 4.5745
Iter 17 | Total: 21.2172 | LL: -19.8085 | CE: 4.6958
Iter 18 | Total: 21.0341 | LL: -19.5820 | CE: 4.8405
Iter 19 | Total: 20.8943 | LL: -19.3918 | CE: 5.0083
Iter 20 | Total: 20.7917 | LL: -19.2320 | CE: 5.1988
Iter 21 | Total: 20.7212 | LL: -19.0979 | CE: 5.4112
Iter 22 | Total: 20.6786 | LL: -18.9851 | CE: 5.6448
Iter 23 | Total: 20.6599 | LL: -18.8904 | CE: 5.8984
Iter 24 | Total: 20.6621 | LL: -18.8107 | CE: 6.1711
Iter 25 | Total: 20.6823 | LL: -18.7438 | CE: 6.4616
Iter 26 | Total: 20.7181 | LL: -18.6874 | CE: 6.7689
Iter 27 | Total: 20.7674 | LL: -18.6400 | CE: 7.0916
Iter 28 | Total: 20.8285 | LL: -18.6000 | CE: 7.4283
Iter 29 | Total: 20.8996 | LL: -18.5663 | CE: 7.7777
Iter 0 | Total: 73.0188 | LL: -71.3606 | CE: 5.5275
Iter 1 | Total: 51.0693 | LL: -49.4474 | CE: 5.4061
Iter 2 | Total: 40.1159 | LL: -38.5623 | CE: 5.1789
Iter 3 | Total: 34.5029 | LL: -33.0114 | CE: 4.9716
Iter 4 | Total: 31.4218 | LL: -29.9817 | CE: 4.8004
Iter 5 | Total: 29.5810 | LL: -28.1807 | CE: 4.6678
Iter 6 | Total: 28.3403 | LL: -26.9690 | CE: 4.5709
Iter 7 | Total: 27.3852 | LL: -26.0344 | CE: 4.5026
Iter 8 | Total: 26.5694 | LL: -25.2326 | CE: 4.4560
Iter 9 | Total: 25.8347 | LL: -24.5068 | CE: 4.4265
Iter 10 | Total: 25.1663 | LL: -23.8428 | CE: 4.4119
Iter 11 | Total: 24.5660 | LL: -23.2426 | CE: 4.4115
Iter 12 | Total: 24.0374 | LL: -22.7097 | CE: 4.4256
Iter 13 | Total: 23.5803 | LL: -22.2439 | CE: 4.4547
Iter 14 | Total: 23.1906 | LL: -21.8409 | CE: 4.4991
Iter 15 | Total: 22.8618 | LL: -21.4941 | CE: 4.5589
Iter 16 | Total: 22.5861 | LL: -21.1960 | CE: 4.6338
Iter 17 | Total: 22.3561 | LL: -20.9390 | CE: 4.7236
Iter 18 | Total: 22.1651 | LL: -20.7167 | CE: 4.8279
Iter 19 | Total: 22.0074 | LL: -20.5235 | CE: 4.9464
Iter 20 | Total: 21.8787 | LL: -20.3550 | CE: 5.0790
Iter 21 | Total: 21.7753 | LL: -20.2076 | CE: 5.2255
Iter 22 | Total: 21.6941 | LL: -20.0784 | CE: 5.3858
Iter 23 | Total: 21.6329 | LL: -19.9650 | CE: 5.5597
Iter 24 | Total: 21.5897 | LL: -19.8656 | CE: 5.7471
Iter 25 | Total: 21.5627 | LL: -19.7783 | CE: 5.9478
Iter 26 | Total: 21.5504 | LL: -19.7019 | CE: 6.1616
Iter 27 | Total: 21.5515 | LL: -19.6351 | CE: 6.3881
Iter 28 | Total: 21.5648 | LL: -19.5767 | CE: 6.6268
Iter 29 | Total: 21.5890 | LL: -19.5258 | CE: 6.8773
Iter 0 | Total: 107.9006 | LL: -106.2643 | CE: 5.4544
Iter 1 | Total: 67.0786 | LL: -65.4880 | CE: 5.3019
Iter 2 | Total: 47.1781 | LL: -45.6633 | CE: 5.0493
Iter 3 | Total: 38.2814 | LL: -36.8236 | CE: 4.8591
Iter 4 | Total: 34.1314 | LL: -32.7096 | CE: 4.7396
Iter 5 | Total: 31.9194 | LL: -30.5208 | CE: 4.6621
Iter 6 | Total: 30.5156 | LL: -29.1341 | CE: 4.6049
Iter 7 | Total: 29.4671 | LL: -28.1000 | CE: 4.5571
Iter 8 | Total: 28.5843 | LL: -27.2298 | CE: 4.5149
Iter 9 | Total: 27.7845 | LL: -26.4412 | CE: 4.4776
Iter 10 | Total: 27.0343 | LL: -25.7004 | CE: 4.4462
Iter 11 | Total: 26.3248 | LL: -24.9984 | CE: 4.4214
Iter 12 | Total: 25.6590 | LL: -24.3378 | CE: 4.4043
Iter 13 | Total: 25.0436 | LL: -23.7249 | CE: 4.3957
Iter 14 | Total: 24.4836 | LL: -23.1647 | CE: 4.3964
Iter 15 | Total: 23.9810 | LL: -22.6589 | CE: 4.4070
Iter 16 | Total: 23.5344 | LL: -22.2060 | CE: 4.4280
Iter 17 | Total: 23.1410 | LL: -21.8030 | CE: 4.4598
Iter 18 | Total: 22.7963 | LL: -21.4455 | CE: 4.5026
Iter 19 | Total: 22.4957 | LL: -21.1288 | CE: 4.5564
Iter 20 | Total: 22.2347 | LL: -20.8483 | CE: 4.6214
Iter 21 | Total: 22.0091 | LL: -20.5998 | CE: 4.6975
Iter 22 | Total: 21.8148 | LL: -20.3794 | CE: 4.7847
Iter 23 | Total: 21.6487 | LL: -20.1838 | CE: 4.8829
Iter 24 | Total: 21.5076 | LL: -20.0100 | CE: 4.9921
Iter 25 | Total: 21.3891 | LL: -19.8555 | CE: 5.1122
Iter 26 | Total: 21.2909 | LL: -19.7180 | CE: 5.2431
Iter 27 | Total: 21.2110 | LL: -19.5956 | CE: 5.3847
