/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Locked Random Seed: 44
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
/hpc/group/yizhanglab/vk93/sthd-codex/run_exp.py:105: FutureWarning: In the future, the default backend for leiden will be igraph instead of leidenalg.

 To achieve the future defaults please pass: flavor="igraph" and n_iterations=2.  directed must also be False to work with igraph's implementation.
  sc.tl.leiden(adata, resolution=1.0, key_added='vgae_leiden')
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:18,  3.43it/s]  3%|▎         | 2/64 [00:00<00:18,  3.40it/s]  5%|▍         | 3/64 [00:01<00:23,  2.56it/s]  6%|▋         | 4/64 [00:01<00:26,  2.24it/s]  8%|▊         | 5/64 [00:02<00:26,  2.24it/s]  9%|▉         | 6/64 [00:02<00:24,  2.33it/s] 11%|█         | 7/64 [00:03<00:28,  2.00it/s] 12%|█▎        | 8/64 [00:03<00:27,  2.04it/s] 14%|█▍        | 9/64 [00:04<00:27,  2.02it/s] 16%|█▌        | 10/64 [00:04<00:27,  1.99it/s] 17%|█▋        | 11/64 [00:05<00:27,  1.90it/s] 19%|█▉        | 12/64 [00:05<00:26,  1.95it/s] 20%|██        | 13/64 [00:06<00:25,  2.03it/s] 22%|██▏       | 14/64 [00:06<00:26,  1.92it/s] 23%|██▎       | 15/64 [00:07<00:25,  1.96it/s] 25%|██▌       | 16/64 [00:07<00:23,  2.05it/s] 27%|██▋       | 17/64 [00:08<00:21,  2.17it/s] 28%|██▊       | 18/64 [00:08<00:21,  2.10it/s] 30%|██▉       | 19/64 [00:09<00:23,  1.91it/s] 31%|███▏      | 20/64 [00:09<00:21,  2.02it/s] 33%|███▎      | 21/64 [00:09<00:19,  2.20it/s] 34%|███▍      | 22/64 [00:10<00:19,  2.20it/s] 36%|███▌      | 23/64 [00:11<00:22,  1.84it/s] 38%|███▊      | 24/64 [00:11<00:20,  1.95it/s] 39%|███▉      | 25/64 [00:12<00:19,  2.00it/s] 41%|████      | 26/64 [00:12<00:17,  2.11it/s] 42%|████▏     | 27/64 [00:12<00:16,  2.30it/s] 44%|████▍     | 28/64 [00:13<00:14,  2.52it/s] 45%|████▌     | 29/64 [00:13<00:13,  2.67it/s] 47%|████▋     | 30/64 [00:13<00:12,  2.82it/s] 48%|████▊     | 31/64 [00:14<00:11,  2.91it/s] 50%|█████     | 32/64 [00:14<00:11,  2.88it/s] 52%|█████▏    | 33/64 [00:14<00:11,  2.77it/s] 53%|█████▎    | 34/64 [00:15<00:13,  2.20it/s] 55%|█████▍    | 35/64 [00:15<00:13,  2.23it/s] 56%|█████▋    | 36/64 [00:16<00:12,  2.24it/s] 58%|█████▊    | 37/64 [00:17<00:14,  1.88it/s] 59%|█████▉    | 38/64 [00:17<00:13,  1.96it/s] 61%|██████    | 39/64 [00:18<00:13,  1.84it/s] 62%|██████▎   | 40/64 [00:18<00:12,  1.99it/s] 64%|██████▍   | 41/64 [00:19<00:12,  1.80it/s] 66%|██████▌   | 42/64 [00:20<00:13,  1.60it/s] 67%|██████▋   | 43/64 [00:20<00:12,  1.73it/s] 69%|██████▉   | 44/64 [00:20<00:10,  1.95it/s] 70%|███████   | 45/64 [00:21<00:09,  2.10it/s] 72%|███████▏  | 46/64 [00:21<00:08,  2.19it/s] 73%|███████▎  | 47/64 [00:22<00:08,  1.94it/s] 75%|███████▌  | 48/64 [00:22<00:08,  1.91it/s] 77%|███████▋  | 49/64 [00:23<00:07,  1.88it/s] 78%|███████▊  | 50/64 [00:23<00:07,  1.97it/s] 80%|███████▉  | 51/64 [00:24<00:07,  1.82it/s] 81%|████████▏ | 52/64 [00:24<00:06,  1.97it/s] 83%|████████▎ | 53/64 [00:25<00:05,  2.04it/s] 84%|████████▍ | 54/64 [00:25<00:04,  2.15it/s] 86%|████████▌ | 55/64 [00:26<00:03,  2.41it/s] 88%|████████▊ | 56/64 [00:26<00:03,  2.57it/s] 89%|████████▉ | 57/64 [00:26<00:02,  2.72it/s] 91%|█████████ | 58/64 [00:27<00:02,  2.84it/s] 92%|█████████▏| 59/64 [00:27<00:01,  2.93it/s] 94%|█████████▍| 60/64 [00:27<00:01,  2.72it/s] 95%|█████████▌| 61/64 [00:28<00:01,  2.61it/s] 97%|█████████▋| 62/64 [00:28<00:00,  2.41it/s] 98%|█████████▊| 63/64 [00:29<00:00,  2.39it/s]100%|██████████| 64/64 [00:30<00:00,  1.77it/s]100%|██████████| 64/64 [00:30<00:00,  2.13it/s]
Iter 0 | Total: 41.0105 | LL: -37.8141 | CE: 10.6547
Iter 20 | Total: 21.5564 | LL: -16.0719 | CE: 18.2816
Iter 21 | Total: 21.6549 | LL: -15.9447 | CE: 19.0338
Iter 22 | Total: 21.7678 | LL: -15.8349 | CE: 19.7764
Iter 23 | Total: 21.8915 | LL: -15.7402 | CE: 20.5043
Iter 24 | Total: 22.0225 | LL: -15.6585 | CE: 21.2132
Iter 25 | Total: 22.1579 | LL: -15.5880 | CE: 21.8996
Iter 26 | Total: 22.2954 | LL: -15.5271 | CE: 22.5610
Iter 27 | Total: 22.4330 | LL: -15.4742 | CE: 23.1960
Iter 28 | Total: 22.5695 | LL: -15.4282 | CE: 23.8043
Iter 29 | Total: 22.7039 | LL: -15.3880 | CE: 24.3863
Iter 0 | Total: 38.5878 | LL: -35.4615 | CE: 10.4209
Iter 1 | Total: 33.3306 | LL: -30.2335 | CE: 10.3237
Iter 2 | Total: 30.2662 | LL: -27.2235 | CE: 10.1421
Iter 3 | Total: 28.2936 | LL: -25.2978 | CE: 9.9861
Iter 4 | Total: 26.8778 | LL: -23.9119 | CE: 9.8864
Iter 5 | Total: 25.7868 | LL: -22.8332 | CE: 9.8455
Iter 6 | Total: 24.9160 | LL: -21.9576 | CE: 9.8613
Iter 7 | Total: 24.2059 | LL: -21.2264 | CE: 9.9317
Iter 8 | Total: 23.6161 | LL: -20.5996 | CE: 10.0552
Iter 9 | Total: 23.1181 | LL: -20.0492 | CE: 10.2297
Iter 10 | Total: 22.6943 | LL: -19.5584 | CE: 10.4529
Iter 11 | Total: 22.3349 | LL: -19.1182 | CE: 10.7222
Iter 12 | Total: 22.0337 | LL: -18.7232 | CE: 11.0351
Iter 13 | Total: 21.7859 | LL: -18.3692 | CE: 11.3892
Iter 14 | Total: 21.5874 | LL: -18.0527 | CE: 11.7822
Iter 15 | Total: 21.4343 | LL: -17.7707 | CE: 12.2121
Iter 16 | Total: 21.3234 | LL: -17.5204 | CE: 12.6768
Iter 17 | Total: 21.2511 | LL: -17.2988 | CE: 13.1743
Iter 18 | Total: 21.2138 | LL: -17.1032 | CE: 13.7018
Iter 19 | Total: 21.2079 | LL: -16.9309 | CE: 14.2567
Iter 20 | Total: 21.2299 | LL: -16.7793 | CE: 14.8356
Iter 21 | Total: 21.2768 | LL: -16.6463 | CE: 15.4349
Iter 22 | Total: 21.3451 | LL: -16.5299 | CE: 16.0506
Iter 23 | Total: 21.4318 | LL: -16.4283 | CE: 16.6780
Iter 24 | Total: 21.5335 | LL: -16.3398 | CE: 17.3123
Iter 25 | Total: 21.6472 | LL: -16.2627 | CE: 17.9484
Iter 26 | Total: 21.7701 | LL: -16.1956 | CE: 18.5815
Iter 27 | Total: 21.8995 | LL: -16.1372 | CE: 19.2075
Iter 28 | Total: 22.0332 | LL: -16.0863 | CE: 19.8230
Iter 29 | Total: 22.1694 | LL: -16.0418 | CE: 20.4253
Iter 0 | Total: 37.2252 | LL: -34.0859 | CE: 10.4644
Iter 1 | Total: 32.6835 | LL: -29.5660 | CE: 10.3916
Iter 2 | Total: 30.1222 | LL: -27.0397 | CE: 10.2749
Iter 3 | Total: 28.3939 | LL: -25.3363 | CE: 10.1919
Iter 4 | Total: 27.0648 | LL: -24.0171 | CE: 10.1591
Iter 5 | Total: 25.9825 | LL: -22.9275 | CE: 10.1833
Iter 6 | Total: 25.0930 | LL: -22.0123 | CE: 10.2690
Iter 7 | Total: 24.3675 | LL: -21.2421 | CE: 10.4181
Iter 8 | Total: 23.7796 | LL: -20.5905 | CE: 10.6302
Iter 9 | Total: 23.3032 | LL: -20.0323 | CE: 10.9030
Iter 10 | Total: 22.9165 | LL: -19.5467 | CE: 11.2326
Iter 11 | Total: 22.6037 | LL: -19.1193 | CE: 11.6145
Iter 12 | Total: 22.3537 | LL: -18.7405 | CE: 12.0439
Iter 13 | Total: 22.1585 | LL: -18.4036 | CE: 12.5164
Iter 14 | Total: 22.0121 | LL: -18.1037 | CE: 13.0278
Iter 15 | Total: 21.9089 | LL: -17.8367 | CE: 13.5742
Iter 16 | Total: 21.8446 | LL: -17.5991 | CE: 14.1518
Iter 17 | Total: 21.8151 | LL: -17.3881 | CE: 14.7565
Iter 18 | Total: 21.8164 | LL: -17.2014 | CE: 15.3835
Iter 19 | Total: 21.8448 | LL: -17.0366 | CE: 16.0273
Iter 20 | Total: 21.8965 | LL: -16.8917 | CE: 16.6827
Iter 21 | Total: 21.9680 | LL: -16.7648 | CE: 17.3443
Iter 22 | Total: 22.0559 | LL: -16.6537 | CE: 18.0071
Iter 23 | Total: 22.1568 | LL: -16.5569 | CE: 18.6664
Iter 24 | Total: 22.2677 | LL: -16.4724 | CE: 19.3178
Iter 25 | Total: 22.3861 | LL: -16.3988 | CE: 19.9578
Iter 26 | Total: 22.5097 | LL: -16.3346 | CE: 20.5836
Iter 27 | Total: 22.6365 | LL: -16.2785 | CE: 21.1935
Iter 28 | Total: 22.7653 | LL: -16.2294 | CE: 21.7865
Iter 29 | Total: 22.8950 | LL: -16.1863 | CE: 22.3622
Iter 0 | Total: 34.7855 | LL: -31.7133 | CE: 10.2405
Iter 1 | Total: 31.1527 | LL: -28.0978 | CE: 10.1829
Iter 2 | Total: 28.9087 | LL: -25.8826 | CE: 10.0868
Iter 3 | Total: 27.3123 | LL: -24.2988 | CE: 10.0447
Iter 4 | Total: 26.0787 | LL: -23.0535 | CE: 10.0840
Iter 5 | Total: 25.0983 | LL: -22.0334 | CE: 10.2160
Iter 6 | Total: 24.3161 | LL: -21.1828 | CE: 10.4442
Iter 7 | Total: 23.6934 | LL: -20.4635 | CE: 10.7661
Iter 8 | Total: 23.1985 | LL: -19.8460 | CE: 11.1750
Iter 9 | Total: 22.8062 | LL: -19.3074 | CE: 11.6624
Iter 10 | Total: 22.4984 | LL: -18.8326 | CE: 12.2194
Iter 11 | Total: 22.2640 | LL: -18.4126 | CE: 12.8379
Iter 12 | Total: 22.0947 | LL: -18.0414 | CE: 13.5110
Iter 13 | Total: 21.9838 | LL: -17.7141 | CE: 14.2325
Iter 14 | Total: 21.9248 | LL: -17.4258 | CE: 14.9968
Iter 15 | Total: 21.9113 | LL: -17.1718 | CE: 15.7983
Iter 16 | Total: 21.9370 | LL: -16.9477 | CE: 16.6308
Iter 17 | Total: 21.9958 | LL: -16.7498 | CE: 17.4866
Iter 18 | Total: 22.0817 | LL: -16.5751 | CE: 18.3554
Iter 19 | Total: 22.1888 | LL: -16.4212 | CE: 19.2255
Iter 20 | Total: 22.3118 | LL: -16.2861 | CE: 20.0855
Iter 21 | Total: 22.4460 | LL: -16.1681 | CE: 20.9261
Iter 22 | Total: 22.5874 | LL: -16.0654 | CE: 21.7400
Iter 23 | Total: 22.7328 | LL: -15.9762 | CE: 22.5219
Iter 24 | Total: 22.8794 | LL: -15.8989 | CE: 23.2686
Iter 25 | Total: 23.0253 | LL: -15.8318 | CE: 23.9785
Iter 26 | Total: 23.1691 | LL: -15.7735 | CE: 24.6519
Iter 27 | Total: 23.3100 | LL: -15.7229 | CE: 25.2902
Iter 28 | Total: 23.4476 | LL: -15.6788 | CE: 25.8959
Iter 29 | Total: 23.5818 | LL: -15.6403 | CE: 26.4717
Iter 0 | Total: 35.5704 | LL: -32.3968 | CE: 10.5786
Iter 1 | Total: 31.7777 | LL: -28.6241 | CE: 10.5120
Iter 2 | Total: 29.4600 | LL: -26.3394 | CE: 10.4018
Iter 3 | Total: 27.8275 | LL: -24.7272 | CE: 10.3345
Iter 4 | Total: 26.5822 | LL: -23.4824 | CE: 10.3326
Iter 5 | Total: 25.6041 | LL: -22.4821 | CE: 10.4068
Iter 6 | Total: 24.8280 | LL: -21.6596 | CE: 10.5613
Iter 7 | Total: 24.2070 | LL: -20.9684 | CE: 10.7954
Iter 8 | Total: 23.7065 | LL: -20.3749 | CE: 11.1055
Iter 9 | Total: 23.3021 | LL: -19.8563 | CE: 11.4861
Iter 10 | Total: 22.9776 | LL: -19.3982 | CE: 11.9314
Iter 11 | Total: 22.7227 | LL: -18.9922 | CE: 12.4351
Iter 12 | Total: 22.5303 | LL: -18.6329 | CE: 12.9913
Iter 13 | Total: 22.3938 | LL: -18.3155 | CE: 13.5944
Iter 14 | Total: 22.3071 | LL: -18.0353 | CE: 14.2392
Iter 15 | Total: 22.2640 | LL: -17.7878 | CE: 14.9206
Iter 16 | Total: 22.2589 | LL: -17.5690 | CE: 15.6332
Iter 17 | Total: 22.2868 | LL: -17.3755 | CE: 16.3710
Iter 18 | Total: 22.3427 | LL: -17.2047 | CE: 17.1267
Iter 19 | Total: 22.4218 | LL: -17.0542 | CE: 17.8920
Iter 20 | Total: 22.5194 | LL: -16.9218 | CE: 18.6587
Iter 21 | Total: 22.6315 | LL: -16.8057 | CE: 19.4194
Iter 22 | Total: 22.7543 | LL: -16.7039 | CE: 20.1680
Iter 23 | Total: 22.8846 | LL: -16.6149 | CE: 20.8991
Iter 24 | Total: 23.0197 | LL: -16.5369 | CE: 21.6091
Iter 25 | Total: 23.1575 | LL: -16.4687 | CE: 22.2960
Iter 26 | Total: 23.2968 | LL: -16.4090 | CE: 22.9593
Iter 27 | Total: 23.4366 | LL: -16.3568 | CE: 23.5996
Iter 28 | Total: 23.5764 | LL: -16.3110 | CE: 24.2179
Iter 29 | Total: 23.7155 | LL: -16.2708 | CE: 24.8155
Iter 0 | Total: 37.0751 | LL: -33.9435 | CE: 10.4387
Iter 1 | Total: 32.5162 | LL: -29.4038 | CE: 10.3746
Iter 2 | Total: 29.8693 | LL: -26.7920 | CE: 10.2577
Iter 3 | Total: 28.0768 | LL: -25.0242 | CE: 10.1752
Iter 4 | Total: 26.7192 | LL: -23.6735 | CE: 10.1522
Iter 5 | Total: 25.6381 | LL: -22.5780 | CE: 10.2006
Iter 6 | Total: 24.7672 | LL: -21.6691 | CE: 10.3270
Iter 7 | Total: 24.0663 | LL: -20.9063 | CE: 10.5333
Iter 8 | Total: 23.5046 | LL: -20.2594 | CE: 10.8171
Iter 9 | Total: 23.0570 | LL: -19.7050 | CE: 11.1732
Iter 10 | Total: 22.7037 | LL: -19.2253 | CE: 11.5949
Iter 11 | Total: 22.4292 | LL: -18.8066 | CE: 12.0753
Iter 12 | Total: 22.2216 | LL: -18.4391 | CE: 12.6082
Iter 13 | Total: 22.0715 | LL: -18.1152 | CE: 13.1877
Iter 14 | Total: 21.9710 | LL: -17.8283 | CE: 13.8089
Iter 15 | Total: 21.9134 | LL: -17.5733 | CE: 14.4672
Iter 16 | Total: 21.8931 | LL: -17.3458 | CE: 15.1579
Iter 17 | Total: 21.9054 | LL: -17.1425 | CE: 15.8762
Iter 18 | Total: 21.9460 | LL: -16.9613 | CE: 16.6156
Iter 19 | Total: 22.0110 | LL: -16.8003 | CE: 17.3691
